"#","Name","Type 1","Type 2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation","Legendary","hue","url"
"373","Salamence","Dragon","Flying","600","95","135","80","110","80","100","3","False","348"," https://img.pokemondb.net/sprites/bank/normal/salamence.png"
"373","SalamenceMega Salamence","Dragon","Flying","700","95","145","130","120","90","120","3","False","348"," https://img.pokemondb.net/sprites/bank/normal/salamence.png"
"374","Beldum","Steel","Psychic","300","40","55","80","35","60","30","3","False","195"," https://img.pokemondb.net/sprites/bank/normal/beldum.png"
"375","Metang","Steel","Psychic","420","60","75","100","55","80","50","3","False","200"," https://img.pokemondb.net/sprites/bank/normal/metang.png"
"376","Metagross","Steel","Psychic","600","80","135","130","95","90","70","3","False","192"," https://img.pokemondb.net/sprites/bank/normal/metagross.png"
"376","MetagrossMega Metagross","Steel","Psychic","700","80","145","150","105","110","110","3","False","192"," https://img.pokemondb.net/sprites/bank/normal/metagross.png"
"377","Regirock","Rock","N/A","580","80","100","200","50","100","50","3","True","20"," https://img.pokemondb.net/sprites/bank/normal/regirock.png"
"378","Regice","Ice","N/A","580","80","50","100","100","200","50","3","True","180"," https://img.pokemondb.net/sprites/bank/normal/regice.png"
"379","Registeel","Steel","N/A","580","80","75","150","75","150","50","3","True","120"," https://img.pokemondb.net/sprites/bank/normal/registeel.png"
"380","Latias","Dragon","Psychic","600","80","80","90","110","130","110","3","True","240"," https://img.pokemondb.net/sprites/bank/normal/latias.png"
"380","LatiasMega Latias","Dragon","Psychic","700","80","100","120","140","150","110","3","True","240"," https://img.pokemondb.net/sprites/bank/normal/latias.png"
"381","Latios","Dragon","Psychic","600","80","90","80","130","110","110","3","True","205"," https://img.pokemondb.net/sprites/bank/normal/latios.png"
"381","LatiosMega Latios","Dragon","Psychic","700","80","130","100","160","120","110","3","True","205"," https://img.pokemondb.net/sprites/bank/normal/latios.png"
"382","Kyogre","Water","N/A","670","100","100","90","150","140","90","3","True","210"," https://img.pokemondb.net/sprites/bank/normal/kyogre.png"
"382","KyogrePrimal Kyogre","Water","N/A","770","100","150","90","180","160","90","3","True","210"," https://img.pokemondb.net/sprites/bank/normal/kyogre.png"
"383","Groudon","Ground","N/A","670","100","150","140","100","90","90","3","True","5"," https://img.pokemondb.net/sprites/bank/normal/groudon.png"
"383","GroudonPrimal Groudon","Ground","Fire","770","100","180","160","150","90","90","3","True","5"," https://img.pokemondb.net/sprites/bank/normal/groudon.png"
"384","Rayquaza","Dragon","Flying","680","105","150","90","150","90","95","3","True","150"," https://img.pokemondb.net/sprites/bank/normal/rayquaza.png"
"384","RayquazaMega Rayquaza","Dragon","Flying","780","105","180","100","180","100","115","3","True","150"," https://img.pokemondb.net/sprites/bank/normal/rayquaza.png"
"385","Jirachi","Steel","Psychic","600","100","100","100","100","100","100","3","True","60"," https://img.pokemondb.net/sprites/bank/normal/jirachi.png"
"386","DeoxysNormal Forme","Psychic","N/A","600","50","150","50","150","50","150","3","True","24"," https://img.pokemondb.net/sprites/bank/normal/deoxys-normal.png"
"386","DeoxysAttack Forme","Psychic","N/A","600","50","180","20","180","20","150","3","True","24"," https://img.pokemondb.net/sprites/bank/normal/deoxys-normal.png"
"386","DeoxysDefense Forme","Psychic","N/A","600","50","70","160","70","160","90","3","True","24"," https://img.pokemondb.net/sprites/bank/normal/deoxys-normal.png"
"386","DeoxysSpeed Forme","Psychic","N/A","600","50","95","90","95","90","180","3","True","24"," https://img.pokemondb.net/sprites/bank/normal/deoxys-normal.png"
"387","Turtwig","Grass","N/A","318","55","68","64","45","55","31","4","False","75"," https://img.pokemondb.net/sprites/bank/normal/turtwig.png"
"388","Grotle","Grass","N/A","405","75","89","85","55","65","36","4","False","130"," https://img.pokemondb.net/sprites/bank/normal/grotle.png"
"389","Torterra","Grass","Ground","525","95","109","105","75","85","56","4","False","120"," https://img.pokemondb.net/sprites/bank/normal/torterra.png"
"390","Chimchar","Fire","N/A","309","44","58","44","58","44","61","4","False","48"," https://img.pokemondb.net/sprites/bank/normal/chimchar.png"
"391","Monferno","Fire","Fighting","405","64","78","52","78","52","81","4","False","30"," https://img.pokemondb.net/sprites/bank/normal/monferno.png"
"392","Infernape","Fire","Fighting","534","76","104","71","104","71","108","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/infernape.png"
"393","Piplup","Water","N/A","314","53","51","53","61","56","40","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/piplup.png"
"394","Prinplup","Water","N/A","405","64","66","68","81","76","50","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/prinplup.png"
"395","Empoleon","Water","Steel","530","84","86","88","111","101","60","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/empoleon.png"
"396","Starly","Normal","Flying","245","40","55","30","30","30","60","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/starly.png"
"397","Staravia","Normal","Flying","340","55","75","50","40","40","80","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/staravia.png"
"398","Staraptor","Normal","Flying","485","85","120","70","50","60","100","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/staraptor.png"
"399","Bidoof","Normal","N/A","250","59","45","40","35","40","31","4","False","34"," https://img.pokemondb.net/sprites/bank/normal/bidoof.png"
"400","Bibarel","Normal","Water","410","79","85","60","55","60","71","4","False","34"," https://img.pokemondb.net/sprites/bank/normal/bibarel.png"
"401","Kricketot","Bug","N/A","194","37","25","41","25","41","25","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/kricketot.png"
"402","Kricketune","Bug","N/A","384","77","85","51","55","51","65","4","False","12"," https://img.pokemondb.net/sprites/bank/normal/kricketune.png"
"403","Shinx","Electric","N/A","263","45","65","34","40","34","45","4","False","192"," https://img.pokemondb.net/sprites/bank/normal/shinx.png"
"404","Luxio","Electric","N/A","363","60","85","49","60","49","60","4","False","195"," https://img.pokemondb.net/sprites/bank/normal/luxio.png"
"405","Luxray","Electric","N/A","523","80","120","79","95","79","70","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/luxray.png"
"406","Budew","Grass","Poison","280","40","30","35","50","70","55","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/budew.png"
"407","Roserade","Grass","Poison","515","60","70","65","125","105","90","4","False","220"," https://img.pokemondb.net/sprites/bank/normal/roserade.png"
"408","Cranidos","Rock","N/A","350","67","125","40","30","30","58","4","False","240"," https://img.pokemondb.net/sprites/bank/normal/cranidos.png"
"409","Rampardos","Rock","N/A","495","97","165","60","65","50","58","4","False","210"," https://img.pokemondb.net/sprites/bank/normal/rampardos.png"
"410","Shieldon","Rock","Steel","350","30","42","118","42","88","30","4","False","42"," https://img.pokemondb.net/sprites/bank/normal/shieldon.png"
"411","Bastiodon","Rock","Steel","495","60","52","168","47","138","30","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/bastiodon.png"
"412","Burmy","Bug","N/A","224","40","29","45","29","45","36","4","False","120"," https://img.pokemondb.net/sprites/bank/normal/burmy.png"
"413","WormadamPlant Cloak","Bug","Grass","424","60","59","85","79","105","36","4","False","105"," https://img.pokemondb.net/sprites/bank/normal/wormadam-plant.png"
"413","WormadamSandy Cloak","Bug","Ground","424","60","79","105","59","85","36","4","False","105"," https://img.pokemondb.net/sprites/bank/normal/wormadam-plant.png"
"413","WormadamTrash Cloak","Bug","Steel","424","60","69","95","69","95","36","4","False","105"," https://img.pokemondb.net/sprites/bank/normal/wormadam-plant.png"
"414","Mothim","Bug","Flying","424","70","94","50","94","50","66","4","False","45"," https://img.pokemondb.net/sprites/bank/normal/mothim.png"
"415","Combee","Bug","Flying","244","30","30","42","30","42","70","4","False","45"," https://img.pokemondb.net/sprites/bank/normal/combee.png"
"416","Vespiquen","Bug","Flying","474","70","80","102","80","102","40","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/vespiquen.png"
"417","Pachirisu","Electric","N/A","405","60","45","70","45","90","95","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/pachirisu.png"
"418","Buizel","Water","N/A","330","55","65","35","60","30","85","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/buizel.png"
"419","Floatzel","Water","N/A","495","85","105","55","85","50","115","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/floatzel.png"
"420","Cherubi","Grass","N/A","275","45","35","45","62","53","35","4","False","353"," https://img.pokemondb.net/sprites/bank/normal/cherubi.png"
"421","Cherrim","Grass","N/A","450","70","60","70","87","78","85","4","False","270"," https://img.pokemondb.net/sprites/bank/normal/cherrim.png"
"422","Shellos","Water","N/A","325","76","48","48","57","62","34","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/shellos.png"
"423","Gastrodon","Water","Ground","475","111","83","68","92","82","39","4","False","336"," https://img.pokemondb.net/sprites/bank/normal/gastrodon.png"
"424","Ambipom","Normal","N/A","482","75","100","66","60","66","115","4","False","285"," https://img.pokemondb.net/sprites/bank/normal/ambipom.png"
"425","Drifloon","Ghost","Flying","348","90","50","34","60","44","70","4","False","300"," https://img.pokemondb.net/sprites/bank/normal/drifloon.png"
"426","Drifblim","Ghost","Flying","498","150","80","44","90","54","80","4","False","280"," https://img.pokemondb.net/sprites/bank/normal/drifblim.png"
"427","Buneary","Normal","N/A","350","55","66","44","44","56","85","4","False","20"," https://img.pokemondb.net/sprites/bank/normal/buneary.png"
"428","Lopunny","Normal","N/A","480","65","76","84","54","96","105","4","False","48"," https://img.pokemondb.net/sprites/bank/normal/lopunny.png"
"428","LopunnyMega Lopunny","Normal","Fighting","580","65","136","94","54","96","135","4","False","48"," https://img.pokemondb.net/sprites/bank/normal/lopunny.png"
"429","Mismagius","Ghost","N/A","495","60","60","60","105","105","105","4","False","280"," https://img.pokemondb.net/sprites/bank/normal/mismagius.png"
"430","Honchkrow","Dark","Flying","505","100","125","52","105","52","71","4","False","204"," https://img.pokemondb.net/sprites/bank/normal/honchkrow.png"
"431","Glameow","Normal","N/A","310","49","55","42","42","37","85","4","False","210"," https://img.pokemondb.net/sprites/bank/normal/glameow.png"
"432","Purugly","Normal","N/A","452","71","82","64","64","59","112","4","False","210"," https://img.pokemondb.net/sprites/bank/normal/purugly.png"
"433","Chingling","Psychic","N/A","285","45","30","50","65","50","45","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/chingling.png"
"434","Stunky","Poison","Dark","329","63","63","47","41","41","74","4","False","270"," https://img.pokemondb.net/sprites/bank/normal/stunky.png"
"435","Skuntank","Poison","Dark","479","103","93","67","71","61","84","4","False","270"," https://img.pokemondb.net/sprites/bank/normal/skuntank.png"
"436","Bronzor","Steel","Psychic","300","57","24","86","24","86","23","4","False","195"," https://img.pokemondb.net/sprites/bank/normal/bronzor.png"
"437","Bronzong","Steel","Psychic","500","67","89","116","79","116","33","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/bronzong.png"
"438","Bonsly","Rock","N/A","290","50","80","95","10","45","10","4","False","30"," https://img.pokemondb.net/sprites/bank/normal/bonsly.png"
"439","Mime Jr.","Psychic","Fairy","310","20","25","45","70","90","60","4","False","200"," https://img.pokemondb.net/sprites/bank/normal/mime-jr.png"
"440","Happiny","Normal","N/A","220","100","5","5","15","65","30","4","False","330"," https://img.pokemondb.net/sprites/bank/normal/happiny.png"
"441","Chatot","Normal","Flying","411","76","65","45","92","42","91","4","False","120"," https://img.pokemondb.net/sprites/bank/normal/chatot.png"
"442","Spiritomb","Ghost","Dark","485","50","92","108","92","108","35","4","False","324"," https://img.pokemondb.net/sprites/bank/normal/spiritomb.png"
"443","Gible","Dragon","Ground","300","58","70","45","40","45","42","4","False","195"," https://img.pokemondb.net/sprites/bank/normal/gible.png"
"444","Gabite","Dragon","Ground","410","68","90","65","50","55","82","4","False","240"," https://img.pokemondb.net/sprites/bank/normal/gabite.png"
"445","Garchomp","Dragon","Ground","600","108","130","95","80","85","102","4","False","240"," https://img.pokemondb.net/sprites/bank/normal/garchomp.png"
"445","GarchompMega Garchomp","Dragon","Ground","700","108","170","115","120","95","92","4","False","240"," https://img.pokemondb.net/sprites/bank/normal/garchomp.png"
"446","Munchlax","Normal","N/A","390","135","85","40","40","85","5","4","False","204"," https://img.pokemondb.net/sprites/bank/normal/munchlax.png"
"447","Riolu","Fighting","N/A","285","40","70","40","35","40","60","4","False","200"," https://img.pokemondb.net/sprites/bank/normal/riolu.png"
"448","Lucario","Fighting","Steel","525","70","110","70","115","70","90","4","False","204"," https://img.pokemondb.net/sprites/bank/normal/lucario.png"
"448","LucarioMega Lucario","Fighting","Steel","625","70","145","88","140","70","112","4","False","204"," https://img.pokemondb.net/sprites/bank/normal/lucario.png"
"449","Hippopotas","Ground","N/A","330","68","72","78","38","42","32","4","False","51"," https://img.pokemondb.net/sprites/bank/normal/hippopotas.png"
"450","Hippowdon","Ground","N/A","525","108","112","118","68","72","47","4","False","51"," https://img.pokemondb.net/sprites/bank/normal/hippowdon.png"
"451","Skorupi","Poison","Bug","330","40","50","90","30","55","65","4","False","240"," https://img.pokemondb.net/sprites/bank/normal/skorupi.png"
"452","Drapion","Poison","Dark","500","70","90","110","60","75","95","4","False","300"," https://img.pokemondb.net/sprites/bank/normal/drapion.png"
"453","Croagunk","Poison","Fighting","300","48","61","40","61","40","50","4","False","220"," https://img.pokemondb.net/sprites/bank/normal/croagunk.png"
"454","Toxicroak","Poison","Fighting","490","83","106","65","86","65","85","4","False","210"," https://img.pokemondb.net/sprites/bank/normal/toxicroak.png"
"455","Carnivine","Grass","N/A","454","74","100","72","90","72","46","4","False","79"," https://img.pokemondb.net/sprites/bank/normal/carnivine.png"
"456","Finneon","Water","N/A","330","49","49","56","49","61","66","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/finneon.png"
"457","Lumineon","Water","N/A","460","69","69","76","69","86","91","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/lumineon.png"
"458","Mantyke","Water","Flying","345","45","20","50","60","120","50","4","False","210"," https://img.pokemondb.net/sprites/bank/normal/mantyke.png"
"459","Snover","Grass","Ice","334","60","62","50","62","60","40","4","False","30"," https://img.pokemondb.net/sprites/bank/normal/snover.png"
"460","Abomasnow","Grass","Ice","494","90","92","75","92","85","60","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/abomasnow.png"
"460","AbomasnowMega Abomasnow","Grass","Ice","594","90","132","105","132","105","30","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/abomasnow.png"
"461","Weavile","Dark","Ice","510","70","120","65","45","85","125","4","False","348"," https://img.pokemondb.net/sprites/bank/normal/weavile.png"
"462","Magnezone","Electric","Steel","535","70","70","115","130","90","60","4","False","210"," https://img.pokemondb.net/sprites/bank/normal/magnezone.png"
"463","Lickilicky","Normal","N/A","515","110","85","95","80","95","50","4","False","348"," https://img.pokemondb.net/sprites/bank/normal/lickilicky.png"
"464","Rhyperior","Ground","Rock","535","115","140","130","55","55","40","4","False","330"," https://img.pokemondb.net/sprites/bank/normal/rhyperior.png"
"465","Tangrowth","Grass","N/A","535","100","100","125","110","50","50","4","False","210"," https://img.pokemondb.net/sprites/bank/normal/tangrowth.png"
"466","Electivire","Electric","N/A","540","75","123","67","95","85","95","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/electivire.png"
"467","Magmortar","Fire","N/A","540","75","95","67","125","95","83","4","False","15"," https://img.pokemondb.net/sprites/bank/normal/magmortar.png"
"468","Togekiss","Fairy","Flying","545","85","50","95","120","115","80","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/togekiss.png"
"469","Yanmega","Bug","Flying","515","86","76","86","116","56","95","4","False","90"," https://img.pokemondb.net/sprites/bank/normal/yanmega.png"
"470","Leafeon","Grass","N/A","525","65","110","130","60","65","95","4","False","45"," https://img.pokemondb.net/sprites/bank/normal/leafeon.png"
"471","Glaceon","Ice","N/A","525","65","60","110","130","95","65","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/glaceon.png"
"472","Gliscor","Ground","Flying","510","75","95","125","45","75","95","4","False","240"," https://img.pokemondb.net/sprites/bank/normal/gliscor.png"
"473","Mamoswine","Ice","Ground","530","110","130","80","70","60","80","4","False","30"," https://img.pokemondb.net/sprites/bank/normal/mamoswine.png"
"474","Porygon-Z","Normal","N/A","535","85","80","70","135","75","90","4","False","200"," https://img.pokemondb.net/sprites/bank/normal/porygon-z.png"
"475","Gallade","Psychic","Fighting","518","68","125","65","65","115","80","4","False","145"," https://img.pokemondb.net/sprites/bank/normal/gallade.png"
"475","GalladeMega Gallade","Psychic","Fighting","618","68","165","95","65","115","110","4","False","145"," https://img.pokemondb.net/sprites/bank/normal/gallade.png"
"476","Probopass","Rock","Steel","525","60","55","145","75","150","40","4","False","210"," https://img.pokemondb.net/sprites/bank/normal/probopass.png"
"477","Dusknoir","Ghost","N/A","525","45","100","135","65","135","45","4","False","60"," https://img.pokemondb.net/sprites/bank/normal/dusknoir.png"
"478","Froslass","Ice","Ghost","480","70","80","70","80","70","110","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/froslass.png"
"479","Rotom","Electric","Ghost","440","50","50","77","95","77","91","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/rotom.png"
"479","RotomHeat Rotom","Electric","Fire","520","50","65","107","105","107","86","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/rotom.png"
"479","RotomWash Rotom","Electric","Water","520","50","65","107","105","107","86","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/rotom.png"
"479","RotomFrost Rotom","Electric","Ice","520","50","65","107","105","107","86","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/rotom.png"
"479","RotomFan Rotom","Electric","Flying","520","50","65","107","105","107","86","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/rotom.png"
"479","RotomMow Rotom","Electric","Grass","520","50","65","107","105","107","86","4","False","180"," https://img.pokemondb.net/sprites/bank/normal/rotom.png"
"480","Uxie","Psychic","N/A","580","75","75","130","75","130","95","4","True","210"," https://img.pokemondb.net/sprites/bank/normal/uxie.png"
"481","Mesprit","Psychic","N/A","580","80","105","105","105","105","80","4","True","210"," https://img.pokemondb.net/sprites/bank/normal/mesprit.png"
"482","Azelf","Psychic","N/A","580","75","125","70","125","70","115","4","True","197"," https://img.pokemondb.net/sprites/bank/normal/azelf.png"
"483","Dialga","Steel","Dragon","680","100","120","120","150","100","90","4","True","210"," https://img.pokemondb.net/sprites/bank/normal/dialga.png"
"484","Palkia","Water","Dragon","680","90","120","100","150","120","100","4","True","300"," https://img.pokemondb.net/sprites/bank/normal/palkia.png"
"485","Heatran","Fire","Steel","600","91","90","106","130","106","77","4","True","60"," https://img.pokemondb.net/sprites/bank/normal/heatran.png"
"486","Regigigas","Normal","N/A","670","110","160","110","80","110","100","4","True","60"," https://img.pokemondb.net/sprites/bank/normal/regigigas.png"
"487","GiratinaAltered Forme","Ghost","Dragon","680","150","100","120","100","120","90","4","True","60"," https://img.pokemondb.net/sprites/bank/normal/giratina-altered.png"
"487","GiratinaOrigin Forme","Ghost","Dragon","680","150","120","100","120","100","90","4","True","60"," https://img.pokemondb.net/sprites/bank/normal/giratina-altered.png"
"488","Cresselia","Psychic","N/A","600","120","70","120","75","130","85","4","False","330"," https://img.pokemondb.net/sprites/bank/normal/cresselia.png"
"489","Phione","Water","N/A","480","80","80","80","80","80","80","4","False","195"," https://img.pokemondb.net/sprites/bank/normal/phione.png"
"490","Manaphy","Water","N/A","600","100","100","100","100","100","100","4","False","195"," https://img.pokemondb.net/sprites/bank/normal/manaphy.png"
"491","Darkrai","Dark","N/A","600","70","90","90","135","90","125","4","True","120"," https://img.pokemondb.net/sprites/bank/normal/darkrai.png"
"492","ShayminLand Forme","Grass","N/A","600","100","100","100","100","100","100","4","True","77"," https://img.pokemondb.net/sprites/bank/normal/shaymin-land.png"
"492","ShayminSky Forme","Grass","Flying","600","100","103","75","120","75","127","4","True","77"," https://img.pokemondb.net/sprites/bank/normal/shaymin-land.png"
"493","Arceus","Normal","N/A","720","120","120","120","120","120","120","4","True","240"," https://img.pokemondb.net/sprites/bank/normal/arceus.png"
"494","Victini","Psychic","Fire","600","100","100","100","100","100","100","5","True","60"," https://img.pokemondb.net/sprites/bank/normal/victini.png"
"495","Snivy","Grass","N/A","308","45","45","55","45","55","63","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/snivy.png"
"496","Servine","Grass","N/A","413","60","60","75","60","75","83","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/servine.png"
"497","Serperior","Grass","N/A","528","75","75","95","75","95","113","5","False","150"," https://img.pokemondb.net/sprites/bank/normal/serperior.png"
"498","Tepig","Fire","N/A","308","65","63","45","45","45","45","5","False","21"," https://img.pokemondb.net/sprites/bank/normal/tepig.png"
"499","Pignite","Fire","Fighting","418","90","93","55","70","55","55","5","False","21"," https://img.pokemondb.net/sprites/bank/normal/pignite.png"
"500","Emboar","Fire","Fighting","528","110","123","65","100","65","65","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/emboar.png"
"501","Oshawott","Water","N/A","308","55","55","45","63","45","45","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/oshawott.png"
"502","Dewott","Water","N/A","413","75","75","60","83","60","60","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/dewott.png"
"503","Samurott","Water","N/A","528","95","100","85","108","70","70","5","False","210"," https://img.pokemondb.net/sprites/bank/normal/samurott.png"
"504","Patrat","Normal","N/A","255","45","55","39","35","39","42","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/patrat.png"
"505","Watchog","Normal","N/A","420","60","85","69","60","69","77","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/watchog.png"
"506","Lillipup","Normal","N/A","275","45","60","45","25","45","55","5","False","48"," https://img.pokemondb.net/sprites/bank/normal/lillipup.png"
"507","Herdier","Normal","N/A","370","65","80","65","35","65","60","5","False","220"," https://img.pokemondb.net/sprites/bank/normal/herdier.png"
"508","Stoutland","Normal","N/A","500","85","110","90","45","90","80","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/stoutland.png"
"509","Purrloin","Dark","N/A","281","41","50","37","50","37","66","5","False","280"," https://img.pokemondb.net/sprites/bank/normal/purrloin.png"
"510","Liepard","Dark","N/A","446","64","88","50","88","50","106","5","False","280"," https://img.pokemondb.net/sprites/bank/normal/liepard.png"
"511","Pansage","Grass","N/A","316","50","53","48","53","48","64","5","False","140"," https://img.pokemondb.net/sprites/bank/normal/pansage.png"
"512","Simisage","Grass","N/A","498","75","98","63","98","63","101","5","False","145"," https://img.pokemondb.net/sprites/bank/normal/simisage.png"
"513","Pansear","Fire","N/A","316","50","53","48","53","48","64","5","False","6"," https://img.pokemondb.net/sprites/bank/normal/pansear.png"
"514","Simisear","Fire","N/A","498","75","98","63","98","63","101","5","False","7"," https://img.pokemondb.net/sprites/bank/normal/simisear.png"
"515","Panpour","Water","N/A","316","50","53","48","53","48","64","5","False","192"," https://img.pokemondb.net/sprites/bank/normal/panpour.png"
"516","Simipour","Water","N/A","498","75","98","63","98","63","101","5","False","192"," https://img.pokemondb.net/sprites/bank/normal/simipour.png"
"517","Munna","Psychic","N/A","292","76","25","45","67","55","24","5","False","340"," https://img.pokemondb.net/sprites/bank/normal/munna.png"
"518","Musharna","Psychic","N/A","487","116","55","85","107","95","29","5","False","345"," https://img.pokemondb.net/sprites/bank/normal/musharna.png"
"519","Pidove","Normal","Flying","264","50","55","50","36","30","43","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/pidove.png"
"520","Tranquill","Normal","Flying","358","62","77","62","50","42","65","5","False","300"," https://img.pokemondb.net/sprites/bank/normal/tranquill.png"
"521","Unfezant","Normal","Flying","488","80","115","80","65","55","93","5","False","150"," https://img.pokemondb.net/sprites/bank/normal/unfezant.png"
"522","Blitzle","Electric","N/A","295","45","60","32","50","32","76","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/blitzle.png"
"523","Zebstrika","Electric","N/A","497","75","100","63","80","63","116","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/zebstrika.png"
"524","Roggenrola","Rock","N/A","280","55","75","85","25","25","15","5","False","210"," https://img.pokemondb.net/sprites/bank/normal/roggenrola.png"
"525","Boldore","Rock","N/A","390","70","105","105","50","40","20","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/boldore.png"
"526","Gigalith","Rock","N/A","515","85","135","130","60","80","25","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/gigalith.png"
"527","Woobat","Psychic","Flying","313","55","45","43","55","43","72","5","False","200"," https://img.pokemondb.net/sprites/bank/normal/woobat.png"
"528","Swoobat","Psychic","Flying","425","67","57","55","77","55","114","5","False","200"," https://img.pokemondb.net/sprites/bank/normal/swoobat.png"
"529","Drilbur","Ground","N/A","328","60","85","40","30","45","68","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/drilbur.png"
"530","Excadrill","Ground","Steel","508","110","135","60","50","65","88","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/excadrill.png"
"531","Audino","Normal","N/A","445","103","60","86","60","86","50","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/audino.png"
"531","AudinoMega Audino","Normal","Fairy","545","103","60","126","80","126","50","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/audino.png"
"532","Timburr","Fighting","N/A","305","75","80","55","25","35","35","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/timburr.png"
"533","Gurdurr","Fighting","N/A","405","85","105","85","40","50","40","5","False","30"," https://img.pokemondb.net/sprites/bank/normal/gurdurr.png"
"534","Conkeldurr","Fighting","N/A","505","105","140","95","55","65","45","5","False","240"," https://img.pokemondb.net/sprites/bank/normal/conkeldurr.png"
"535","Tympole","Water","N/A","294","50","50","40","50","40","64","5","False","45"," https://img.pokemondb.net/sprites/bank/normal/tympole.png"
"536","Palpitoad","Water","Ground","384","75","65","55","65","55","69","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/palpitoad.png"
"537","Seismitoad","Water","Ground","509","105","95","75","85","75","74","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/seismitoad.png"
"538","Throh","Fighting","N/A","465","120","100","85","30","85","45","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/throh.png"
"539","Sawk","Fighting","N/A","465","75","125","75","30","75","85","5","False","180"," https://img.pokemondb.net/sprites/bank/normal/sawk.png"
"540","Sewaddle","Bug","Grass","310","45","53","70","40","60","42","5","False","79"," https://img.pokemondb.net/sprites/bank/normal/sewaddle.png"
"541","Swadloon","Bug","Grass","380","55","63","90","50","80","42","5","False","79"," https://img.pokemondb.net/sprites/bank/normal/swadloon.png"
"542","Leavanny","Bug","Grass","500","75","103","80","70","80","92","5","False","79"," https://img.pokemondb.net/sprites/bank/normal/leavanny.png"
"543","Venipede","Bug","Poison","260","30","45","59","30","39","57","5","False","346"," https://img.pokemondb.net/sprites/bank/normal/venipede.png"
"544","Whirlipede","Bug","Poison","360","40","55","99","40","79","47","5","False","270"," https://img.pokemondb.net/sprites/bank/normal/whirlipede.png"
"545","Scolipede","Bug","Poison","485","60","100","89","55","69","112","5","False","120"," https://img.pokemondb.net/sprites/bank/normal/scolipede.png"
"546","Cottonee","Grass","Fairy","280","40","27","60","37","50","66","5","False","120"," https://img.pokemondb.net/sprites/bank/normal/cottonee.png"
"547","Whimsicott","Grass","Fairy","480","60","67","85","77","75","116","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/whimsicott.png"
"548","Petilil","Grass","N/A","280","45","35","50","70","50","30","5","False","60"," https://img.pokemondb.net/sprites/bank/normal/petilil.png"
"549","Lilligant","Grass","N/A","480","70","60","75","110","75","90","5","False","79"," https://img.pokemondb.net/sprites/bank/normal/lilligant.png"
"550","Basculin","Water","N/A","460","70","92","65","80","55","98","5","False","120"," https://img.pokemondb.net/sprites/bank/normal/basculin-red-striped.png"
